coverage_anchors,coverage_twostep,coverage_relative_%
56,26,-53.57142857142857
49,31,-36.734693877551024
45,33,-26.666666666666668
52,42,-19.230769230769234
50,34,-32.0
44,33,-25.0
57,35,-38.59649122807017
44,30,-31.818181818181817
50,40,-20.0
53,37,-30.18867924528302
57,25,-56.14035087719298
51,28,-45.09803921568628
52,32,-38.46153846153847
53,27,-49.056603773584904
52,37,-28.846153846153843
51,28,-45.09803921568628
12,34,183.33333333333331
18,35,94.44444444444444
52,36,-30.76923076923077
11,35,218.18181818181816
28,36,28.57142857142857
34,36,5.88235294117647
51,31,-39.21568627450981
24,31,29.166666666666668
50,26,-48.0
57,20,-64.91228070175438
66,30,-54.54545454545454
59,37,-37.28813559322034
9,38,322.22222222222223
44,37,-15.909090909090908
52,29,-44.230769230769226
52,31,-40.38461538461539
34,34,0.0
51,31,-39.21568627450981
48,35,-27.083333333333332
54,29,-46.2962962962963
52,40,-23.076923076923077
52,27,-48.07692307692308
88,30,-65.9090909090909
47,30,-36.17021276595745
51,6,-88.23529411764706
42,35,-16.666666666666664
41,28,-31.70731707317073
31,27,-12.903225806451612
27,30,11.11111111111111
52,29,-44.230769230769226
52,40,-23.076923076923077
40,35,-12.5
59,33,-44.06779661016949
44,33,-25.0
11,29,163.63636363636365
91,26,-71.42857142857143
56,30,-46.42857142857143
57,29,-49.122807017543856
48,32,-33.33333333333333
53,30,-43.39622641509434
57,38,-33.33333333333333
58,30,-48.275862068965516
50,29,-42.0
55,33,-40.0
54,37,-31.48148148148148
47,27,-42.5531914893617
51,28,-45.09803921568628
53,29,-45.28301886792453
44,33,-25.0
64,31,-51.5625
55,36,-34.54545454545455
55,25,-54.54545454545454
72,32,-55.55555555555556
17,39,129.41176470588235
53,37,-30.18867924528302
82,33,-59.756097560975604
27,30,11.11111111111111
24,28,16.666666666666664
48,32,-33.33333333333333
56,23,-58.92857142857143
54,37,-31.48148148148148
55,31,-43.63636363636363
88,34,-61.36363636363637
42,28,-33.33333333333333
49,29,-40.816326530612244
31,36,16.129032258064516
74,38,-48.64864864864865
70,36,-48.57142857142857
75,28,-62.66666666666667
46,20,-56.52173913043478
42,35,-16.666666666666664
30,37,23.333333333333332
56,37,-33.92857142857143
50,25,-50.0
71,38,-46.478873239436616
56,33,-41.07142857142857
54,27,-50.0
46,37,-19.565217391304348
86,36,-58.139534883720934
61,29,-52.459016393442624
54,44,-18.51851851851852
49,33,-32.6530612244898
86,34,-60.46511627906976
51,29,-43.13725490196079
53,30,-43.39622641509434
52,29,-44.230769230769226
38,31,-18.421052631578945
49,31,-36.734693877551024
54,38,-29.629629629629626
54,35,-35.18518518518518
52,28,-46.15384615384615
29,30,3.4482758620689653
